T,T1,regime,group,thscode,name,industry,score,factors,reason,catalyst,tech,watch,watch_range,risk,priority
2026-02-10,2026-02-11,normal,lu,001330.SZ,博纳影业,影视院线,77.5,"{'theme': 0.4, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: AI短剧方向 2板 封单比43.9% 涨停时间09:32 题材内涨停3家 成交10.2亿,AI短剧+春节档IP+影视院线,2连板 换手承接量比0.52,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收12.47,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-10,2026-02-11,normal,nlu,600959.SH,江苏有线,文化传媒,98.78125,"{'sector': 0.98125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[文化传媒](当日涨幅分位99%, 板块涨停13家) 距60日高点3.9% 20日涨幅21.5%",板块[文化传媒]轮动延续/资金承接,收盘4.62 MA20上方 量比1.60,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收4.62,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-10,2026-02-11,normal,nlu,603881.SH,数据港,通信服务,94.859375,"{'sector': 0.8243750000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[通信服务](当日涨幅分位96%, 板块涨停2家) 距60日高点3.7% 20日涨幅19.6%",板块[通信服务]轮动延续/资金承接,收盘34.88 MA20上方 量比1.47,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收34.88,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-11,2026-02-12,defensive,lu,002842.SZ,翔鹭钨业,小金属,67.25,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 钨价上涨方向 1板 封单比22.9% 涨停时间09:39 题材内涨停2家 成交8.4亿,钨价上涨+光伏钨丝+年报预增,1连板 换手承接量比0.50,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收35.01,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-11,2026-02-12,defensive,nlu,600392.SH,盛和资源,小金属,98.5234375,"{'sector': 0.9709375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[小金属](当日涨幅分位98%, 板块涨停4家) 距60日高点4.1% 20日涨幅23.0%",板块[小金属]轮动延续/资金承接,收盘28.41 MA20上方 量比1.08,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收28.41,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-11,2026-02-12,defensive,nlu,000818.SZ,航锦科技,化学原料,96.078125,"{'sector': 0.923125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位89%, 板块涨停3家) 距60日高点1.2% 20日涨幅10.9%",板块[化学原料]轮动延续/资金承接,收盘23.76 MA20上方 量比2.02,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收23.76,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-12,2026-02-13,defensive,lu,002975.SZ,博杰股份,自动化设备,91.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 液冷服务器方向 1板 封单比22.2% 涨停时间10:00 题材内涨停6家 成交6.9亿,液冷服务器+AI服务器测试+人形机器人+业绩预增,1连板 换手承接量比1.73,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收83.03,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-12,2026-02-13,defensive,nlu,600482.SH,中国动力,其他电源设备,98.96875,"{'sector': 0.98875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[其他电源设备](当日涨幅分位99%, 板块涨停4家) 距60日高点3.0% 20日涨幅26.4%",板块[其他电源设备]轮动延续/资金承接,收盘31.58 MA20上方 量比1.18,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收31.58,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-12,2026-02-13,defensive,nlu,000688.SZ,国城矿业,小金属,98.859375,"{'sector': 0.984375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[小金属](当日涨幅分位98%, 板块涨停3家) 距60日高点3.5% 20日涨幅23.0%",板块[小金属]轮动延续/资金承接,收盘31.39 MA20上方 量比1.19,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收31.39,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-13,2026-02-24,defensive,nlu,000768.SZ,中航西飞,军工装备,97.078125,"{'sector': 0.963125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工装备](当日涨幅分位99%, 板块涨停3家) 距60日高点4.9% 20日涨幅7.8%",板块[军工装备]轮动延续/资金承接,收盘30.16 MA20上方 量比1.34,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收30.16,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-13,2026-02-24,defensive,nlu,000559.SZ,万向钱潮,汽车零部件,97.046875,"{'sector': 0.881875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[汽车零部件](当日涨幅分位89%, 板块涨停4家) 距60日高点6.8% 20日涨幅5.5%",板块[汽车零部件]轮动延续/资金承接,收盘20.09 MA20上方 量比1.03,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收20.09,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-24,2026-02-25,aggressive,lu,002828.SZ,贝肯能源,油气开采及服务,88.25,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 油气开采方向 1板 封单比21.1% 涨停时间09:33 题材内涨停5家 成交3.5亿,油气开采+海外权益+地缘冲突,1连板 换手承接量比1.43,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.89,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-24,2026-02-25,aggressive,lu,002498.SZ,汉缆股份,电网设备,79.0,"{'theme': 0.4, 'ladder': 1.0, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 特高压方向 3板 封单比10.1% 涨停时间09:31 题材内涨停3家 成交17.7亿,特高压+海上风电+电网设备,3连板 换手承接量比1.22,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收7.45,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-24,2026-02-25,aggressive,nlu,002092.SZ,中泰化学,化学原料,97.53125,"{'sector': 0.93125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位94%, 板块涨停6家) 距60日高点2.9% 20日涨幅27.4%",板块[化学原料]轮动延续/资金承接,收盘7.44 MA20上方 量比0.95,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收7.44,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-24,2026-02-25,aggressive,nlu,000792.SZ,盐湖股份,农化制品,97.1171875,"{'sector': 0.9646875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[农化制品](当日涨幅分位96%, 板块涨停11家) 距60日高点4.6% 20日涨幅6.7%",板块[农化制品]轮动延续/资金承接,收盘35.66 MA20上方 量比1.61,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收35.66,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-25,2026-02-26,aggressive,lu,600096.SH,云天化,农化制品,74.25,"{'theme': 0.8, 'ladder': 0.9, 'seal': 0.15, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 磷化工方向 2板 封单比0.2% 涨停时间10:06 题材内涨停5家 成交73.8亿,磷化工+聚甲醛+国企改革,2连板 换手承接量比2.38,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收43.3,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-25,2026-02-26,aggressive,lu,002428.SZ,云南锗业,小金属,73.25,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比20.6% 涨停时间09:31 题材内涨停2家 成交14.7亿,商业航天+锗晶片+小金属,1连板 换手承接量比1.02,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收40.35,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-25,2026-02-26,aggressive,nlu,002478.SZ,常宝股份,钢铁,98.0703125,"{'sector': 0.9528125000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[钢铁](当日涨幅分位95%, 板块涨停3家) 距60日高点2.5% 20日涨幅20.9%",板块[钢铁]轮动延续/资金承接,收盘11.20 MA20上方 量比0.95,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收11.20,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-25,2026-02-26,aggressive,nlu,002539.SZ,云图控股,农化制品,97.6328125,"{'sector': 0.9353125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[农化制品](当日涨幅分位90%, 板块涨停8家) 距60日高点3.9% 20日涨幅24.8%",板块[农化制品]轮动延续/资金承接,收盘16.33 MA20上方 量比2.12,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收16.33,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-26,2026-02-27,normal,lu,001400.SZ,江顺科技,专用设备,66.75,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 0.5, 'liq': 0.6, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比26.5% 涨停时间13:01 题材内涨停3家 成交2.8亿,商业航天+3D打印+液冷+铝挤压模具,1连板 换手承接量比1.33,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收116.12,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-26,2026-02-27,normal,lu,002272.SZ,川润股份,通用设备,65.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 液冷服务器方向 1板 封单比10.2% 涨停时间10:19 题材内涨停2家 成交15.4亿,液冷服务器+北美订单+绿色算力,1连板 换手承接量比1.17,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收19.21,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-26,2026-02-27,normal,nlu,002636.SZ,金安国纪,元件,99.0703125,"{'sector': 0.9928125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[元件](当日涨幅分位99%, 板块涨停6家) 距60日高点3.1% 20日涨幅27.6%",板块[元件]轮动延续/资金承接,收盘26.95 MA20上方 量比1.22,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收26.95,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-26,2026-02-27,normal,nlu,001267.SZ,汇绿生态,通信设备,98.109375,"{'sector': 0.924375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[通信设备](当日涨幅分位94%, 板块涨停3家) 距60日高点2.3% 20日涨幅28.8%",板块[通信设备]轮动延续/资金承接,收盘30.69 MA20上方 量比0.77,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收30.69,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-27,2026-03-02,aggressive,lu,002182.SZ,宝武镁业,小金属,73.25,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 小金属方向 1板 封单比16.8% 涨停时间09:42 题材内涨停2家 成交6.7亿,小金属+人形机器人+商业航天+央企,1连板 换手承接量比1.00,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收21.79,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-27,2026-03-02,aggressive,lu,600744.SH,华银电力,电力,72.5,"{'theme': 0.2, 'ladder': 0.9, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电力方向 2板 封单比10.6% 涨停时间09:31 题材内涨停2家 成交17.6亿,电力+年报预增+央企,2连板 换手承接量比1.81,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收7.94,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-27,2026-03-02,aggressive,nlu,002978.SZ,安宁股份,小金属,97.8359375,"{'sector': 0.9934375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[小金属](当日涨幅分位99%, 板块涨停12家) 距60日高点1.9% 20日涨幅9.3%",板块[小金属]轮动延续/资金承接,收盘42.07 MA20上方 量比1.39,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收42.07,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-27,2026-03-02,aggressive,nlu,000155.SZ,川能动力,电力,96.765625,"{'sector': 0.9506249999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电力](当日涨幅分位95%, 板块涨停9家) 距60日高点0.5% 20日涨幅11.5%",板块[电力]轮动延续/资金承接,收盘14.45 MA20上方 量比1.40,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收14.45,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-02,2026-03-03,defensive,lu,600227.SH,赤天化,农化制品,76.0,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 甲醇方向 1板 封单比15.4% 涨停时间09:47 题材内涨停3家 成交4.7亿,甲醇+化工+煤炭+化肥,1连板 换手承接量比1.04,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收3.17,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-02,2026-03-03,defensive,nlu,002493.SZ,荣盛石化,石油加工贸易,98.203125,"{'sector': 0.958125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[石油加工贸易](当日涨幅分位96%, 板块涨停6家) 距60日高点1.6% 20日涨幅16.8%",板块[石油加工贸易]轮动延续/资金承接,收盘15.88 MA20上方 量比1.37,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收15.88,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-02,2026-03-03,defensive,nlu,002149.SZ,西部材料,小金属,98.1640625,"{'sector': 0.9565625000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[小金属](当日涨幅分位92%, 板块涨停4家) 距60日高点5.0% 20日涨幅26.4%",板块[小金属]轮动延续/资金承接,收盘54.95 MA20上方 量比1.41,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收54.95,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-03,2026-03-04,defensive,lu,600681.SH,百川能源,燃气,93.25,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 天然气方向 1板 封单比16.3% 涨停时间09:38 题材内涨停18家 成交4.2亿,天然气+具身智能布局+高股息,1连板 换手承接量比1.94,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收4.76,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-03,2026-03-04,defensive,nlu,000059.SZ,华锦股份,石油加工贸易,98.7109375,"{'sector': 0.9784375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[石油加工贸易](当日涨幅分位97%, 板块涨停8家) 距60日高点3.3% 20日涨幅9.5%",板块[石油加工贸易]轮动延续/资金承接,收盘6.67 MA20上方 量比2.19,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收6.67,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-03,2026-03-04,defensive,nlu,601898.SH,中煤能源,煤炭开采加工,98.5390625,"{'sector': 0.9715624999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[煤炭开采加工](当日涨幅分位97%, 板块涨停3家) 距60日高点3.8% 20日涨幅29.8%",板块[煤炭开采加工]轮动延续/资金承接,收盘17.25 MA20上方 量比2.06,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收17.25,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-04,2026-03-05,defensive,lu,002339.SZ,积成电子,电网设备,72.25,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 电网设备方向 1板 封单比29.8% 涨停时间09:36 题材内涨停3家 成交3.5亿,电网设备+中标+特高压,1连板 换手承接量比0.77,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收11.54,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-04,2026-03-05,defensive,nlu,603897.SH,长城科技,电网设备,99.2578125,"{'sector': 0.9703125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位99%, 板块涨停11家) 距60日高点3.8% 20日涨幅24.7%",板块[电网设备]轮动延续/资金承接,收盘33.13 MA20上方 量比1.01,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收33.13,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-04,2026-03-05,defensive,nlu,600452.SH,涪陵电力,电力,98.4453125,"{'sector': 0.9378124999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电力](当日涨幅分位90%, 板块涨停4家) 距60日高点6.8% 20日涨幅14.6%",板块[电力]轮动延续/资金承接,收盘13.53 MA20上方 量比1.02,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收13.53,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-05,2026-03-06,normal,lu,002339.SZ,积成电子,电网设备,81.5,"{'theme': 0.8, 'ladder': 0.9, 'seal': 0.4, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比5.3% 涨停时间09:32 题材内涨停5家 成交15.0亿,电网设备+中标+特高压,2连板 换手承接量比2.14,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收12.69,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-05,2026-03-06,normal,lu,600468.SH,百利电气,电网设备,77.75,"{'theme': 0.8, 'ladder': 0.55, 'seal': 0.7, 'time': 0.7, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 1板 封单比10.8% 涨停时间10:35 题材内涨停5家 成交10.7亿,电网设备+可控核聚变+天津国资,1连板 换手承接量比1.86,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.55,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-05,2026-03-06,normal,nlu,603897.SH,长城科技,电网设备,99.375,"{'sector': 0.9749999999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位98%, 板块涨停8家) 距60日高点3.6% 20日涨幅28.1%",板块[电网设备]轮动延续/资金承接,收盘33.43 MA20上方 量比0.76,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收33.43,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-05,2026-03-06,normal,nlu,600482.SH,中国动力,其他电源设备,98.03125,"{'sector': 0.95125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[其他电源设备](当日涨幅分位97%, 板块涨停3家) 距60日高点2.5% 20日涨幅29.8%",板块[其他电源设备]轮动延续/资金承接,收盘35.43 MA20上方 量比1.14,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收35.43,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-06,2026-03-09,normal,lu,605286.SH,同力天启,专用设备,84.25,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 1.0}",涨停组: 算电协同方向 1板 封单比18.9% 涨停时间09:32 题材内涨停5家 成交2.1亿,算电协同+储能中标+电梯部件,1连板 换手承接量比2.26,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收42.49,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-06,2026-03-09,normal,lu,600590.SH,泰豪科技,其他电源设备,82.5,"{'theme': 0.6, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 氢能源方向 2板 封单比49.1% 涨停时间09:30 题材内涨停4家 成交5.0亿,氢能源+军工电源+扭亏为盈,2连板 换手承接量比0.44,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收16.18,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-06,2026-03-09,normal,nlu,000525.SZ,红太阳,农化制品,98.171875,"{'sector': 0.9568749999999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[农化制品](当日涨幅分位98%, 板块涨停3家) 距60日高点2.6% 20日涨幅24.1%",板块[农化制品]轮动延续/资金承接,收盘7.16 MA20上方 量比1.31,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收7.16,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-06,2026-03-09,normal,nlu,000683.SZ,博源化工,化学原料,97.0703125,"{'sector': 0.9628125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位96%, 板块涨停5家) 距60日高点1.8% 20日涨幅10.7%",板块[化学原料]轮动延续/资金承接,收盘9.12 MA20上方 量比0.81,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收9.12,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-09,2026-03-10,defensive,lu,002575.SZ,群兴玩具,综合,83.75,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 0.7, 'liq': 1.0, 'struct': 1.0}",涨停组: 算力租赁方向 1板 封单比25.0% 涨停时间11:06 题材内涨停5家 成交7.6亿,算力租赁+腾讯合作+酒类销售,1连板 换手承接量比1.74,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.02,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-09,2026-03-10,defensive,nlu,002339.SZ,积成电子,电网设备,99.4296875,"{'sector': 0.9771875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位96%, 板块涨停7家) 距60日高点2.5% 20日涨幅21.2%",板块[电网设备]轮动延续/资金承接,收盘13.18 MA20上方 量比1.29,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收13.18,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-09,2026-03-10,defensive,nlu,000155.SZ,川能动力,电力,96.96875,"{'sector': 0.95875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电力](当日涨幅分位93%, 板块涨停6家) 距60日高点1.9% 20日涨幅17.5%",板块[电力]轮动延续/资金承接,收盘14.61 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收14.61,板块退潮补跌/资金承接不足/持续阴跌,1
